tweet,sentiment
josh hamilton catch top of the 7th.,neutral
when hulk hogan came out as hollywood hogan... or when the undertaker was beaten at wrestlemania... c'mon man... drake not even in top 5,neutral
great day for baseball. david price kills it in his debut for the jays and then the braves walk off in the 12th. love this game!!,positive
football update 7pm scrimmage game v jcm tuesday night at usj. rumor has it that chuck norris and hulk hogan will fight at halftime.,neutral
football update 7pm scrimmage game v jcm tuesday night at usj. rumor has it that chuck norris and hulk hogan will fight at halftime.,positive
i just have a very strong connections with paper towns. probably my 2nd favorite book of all time.,positive
if rousey got hit with 9 significant strikes sat i'm passing.may take cyborg if enough $$$ comes in on rousey,neutral
rousey is not the hero we deserve,negative
"then again, this is coming from the girl who just saw ant-man for the 3rd time",positive
divas! movie night is tomorrow! meet at fazoli's at 5:30pm for dinner. we will walk over to amc for the 7:05pm showing of paper towns!,neutral
"ronda rousey fight on facebook may fuel copyright critics: ... facebook fb 0.14% , the ufc and rousey at least...",neutral
tomorrow will be the day i get up and go to dunkin in the morning i feel it,positive
schumer pairs with schumer and rousey may be a movie star! tonight on trending.,neutral
it looks like a lot of you prefer to have kpop shows in december. would you rather have a show before finals or after finals?,neutral
"is live with and discussing the mets in 1st place, david price, and taking your calls at",neutral
tae: . me: hello there! so my 18th birthday is coming up soon and i am a huge tae fan. i don't know much about kpop or anything but i wante,positive
just watched sunday's big brother james has the biggest balls,positive
hey steve. texas may have signed beltre and toronto signed david price. but that left cespedes for the rest of us!! happy festaviss new york,positive
want to start reading paper towns tomorrow. my sister told me the movie was awesome!,positive
"saraki promises robust legislation to end boko haram: bukola saraki, the senate president on monday said that ...",neutral
transfusing young blood into the veins of the old? wow. sounds like george osborne's budget to me.,neutral
motorola moto g (3rd gen) back covers and flip covers now available in india: motorola launched the moto g (3...,neutral
brewers vs. padres: monday game report: ryan braun collected his 287th double in the first ...,neutral
"that muslims flock from around the world to join isis is not surprising. we may not consider their actions great, but they assuredly do.",negative
"kris bryant was back in the cubs' lineup and ready to play before monday night's rainout in pittsburgh, but his...",neutral
hurray for telling the truth about george osborne's northern powerhouse fairy stories,positive
bringing you these affordable euphoric music fests this august! nirvana: where time stands still picc forum 8...,positive
nigeria's army said late on sunday that it rescued 178 people held by islamist militant group boko haram in...,neutral
"i liked a video (5th edition d&d) from the astral season 1, episode 3: bad blood runs deep",positive
"but i'll just read ""paper towns"" while i wait because i'm seeing it tomorrow.",neutral
news on brock lesnar at a live event which may air on the wwe network details :...,neutral
did john kasich stand out in gop forum?: kasich delivered clear performance at monday's gop forum. but with so...,neutral
when will you get 2gb ram version of moto g 3rd gen model?,neutral
john kasich looks like sure bet to make cleveland prime-time debate; 8th in new poll,neutral
paper towns is closing up and its last shows are thursday august 6th. the dinosaurs are are going extinct again...,neutral
"in-depth review of the spectacular moto g (3rd gen), one of the best in its class!",positive
"song of the day: heavy is the head by zac brown band / chris cornell good morning and happy tuesday, and teller...",positive
nirvana bros be like ah yes kurt rly respected teh women tonight then go back 2 their courtney murder conspiracy tackboard tomorrow lmao,neutral
long live the independent . this one is recalling watchman.,positive
"just saw my 1st idk what you call it, but this woman was screaming dunkin' donuts & recroding them on her phone. looks crazy in real life.",negative
"im going to see paper towns, im going shopping again, and school starts tomorrow....",positive
"i may never know your reasons why, but someday i'm going to see the good in your goodbye - jason aldean",neutral
"oliseh returns next week for afcon qualifier: super eagles coach, sunday oliseh, will return to the country next...",neutral
nirvana was scheduled to headline lollapalooza in 1994 but dropped out on april 7th. kurt cobain's dead body was found the next day.,negative
real sentence: josh donaldson drove in troy tulowitzki with his 29th hr of the season to give david price and the the lead.,neutral
"gentle reminder, if you wish to see ant-man and or minions, you will need to do so prior to friday, august 7.",neutral
"no matter what drake tells you, monday in belonged to david price. -",positive
the sharknado is ready for the playoffs. are you? we're hosting game 2 on thursday - $1 beers and $2 moe's tacos!,neutral
"we have still one schedule left,around 20-25 days work left with srk . we finish that in nov & then raees is ready for next eid - ritesh",neutral
the tigers may be calling up matt boyd: he's pitcher number two they received in the david price deal.,positive
"happy tuesday... this is late, but i'm sure i'm not the only one who things that the rousey fight was stopped prematurely. you?",neutral
"indiana friends: anybody have any interest in going to see zac brown band on 13 september? close to indy, lawn tickets are cheap.",positive
austin armacost confirmed for big brother: the mirror has revealed that austin was in the running for january'...,positive
rolling stone ranks the bonds sooo much wrong with this list but die another day 10th? really?,negative
karlie kloss celebrates 23rd birthday by baking cake: karlie kloss at the new york premiere of 'paper towns' o...,neutral
super eagles coach sunday oliseh meets with chelsea's victor moses in london,neutral
nirvana on the radio. happy tuesday,positive
this john green's paper towns nonsense is just a recycling of the little boxes complaints of the 1960's: the original 1st world problem.,negative
the 1st japanese album was my very first album from a kpop group,neutral
"selling 3 zac brown band tickets. saturday august 15, citizens bank park in philly. please let me know if you're interested!",neutral
"super eagles coach, sunday oliseh, meets chelsea striker, victor moses: oliseh confirmed the meeting via his t...",neutral
so it's looking like floyd mayweather's last fight will be september 12th. i still think he fights again after that.too much cash.,neutral
who's going to zac brown band aug 16th? trying to decide if i want to go!,neutral
or when about 1/3 of muslims stayed in india or when many in west pak didn't want to join in the first place...,neutral
one of the pitchers the tigers got in david price deal.,neutral
"// -- cinema this saturday. i would love to see ant-man, but he's not into marvel like i am, so i believe i'm gonna have to give it a miss.",neutral
"lhp matt boyd, traded to in david price deal, will start tomorrow vs. the .",neutral
david price rolls up the rim sunday and a win for the welcome to david.,positive
"hi, any plan for a custom made design case for moto g 3rd gen? seem your site still stuck on the first generation...",neutral
: the u.s. says the boko haram sect in north-east nigeria may have benefitted from money gotten from crude oil theft.,neutral
the u.s. says the boko haram sect in north-east nigeria may have benefitted from money gotten from crude oil theft,neutral
floyd mayweather says he will fight september 12th (again)... but no opponent yet what do you think? ...,neutral
moto g (3rd gen): 11 new improvements: beau hd highlights eleven new improvements found in the third generatio...,neutral
"paul mccartney said; great job!!! i liked it!! jul 31, 2014 21 songs for $10.00 ken dulin -",positive
"// so, i thought ant-man was out of the question for the cinema saturday but my boyfriend said the films he's seen are 'awesome' and that -",positive
chuck norris:jan strangle you with a cordless phone.,neutral
the zac brown band will play fenway park this friday - sunday. don't miss it!,positive
"oliseh, super eagles coach eager to prove critics wrong: new nigeria coach sunday oliseh is determined to show he...",neutral
"cannot wait to see ant-man and southpaw with tomorrow! i need this downtime, badly!",positive
"and the worst ppv of the year award goes to: floyd mayweather, sept 12th",negative
floyd mayweather announces september 12 date for 'final' fight with opponent still a mystery,neutral
sorry but on september 12 i will be watching the oklahoma tennessee game not floyd mayweather hugging someone for an hour.,negative
floyd mayweather announces he will face andre berto on september 12 at the mgm grand las vegas.,neutral
is there a way to go back and watch some of the performances from the weekend? i want to relive friday and paul mccartney,positive
more hugs till he faces rousey...then he gets ko'd or choked out,neutral
"been to dunkin donuts so much that ravish now says ""see you tomorrow"" ...",neutral
who will take the stage in the first republican debate this thursday in cleveland? will ohio governor john kasich...,neutral
totally rousey. misha tate took her to the 3rd round time last time and has gotten better,positive
so john kasich beats out rick perry for the 10th spot,neutral
floyd mayweather has confirmed that he will fight andre berto september 12th 2015.,neutral
just in: ohio governor john kasich made the cut for thursday's gop presidential debate in cleveland hosted by fox news.,neutral
just in: john kasich makes the cut for the main stage thursday night.,neutral
"it's official floyd mayweather vs andre berto september 14th mgm grand, it is what it is i guess",positive
john kasich gets the final spot at thursday's gop debate.,neutral
"fox news reveals the 10 republicans who will take the debate stage thursday night in cleveland: john kasich, who...",neutral
"john kasich made the cut for thursday night's republican debate, but rick perry did not.",neutral
"breaking: floyd mayweather will fight a guy who he hand picked, and knows has no shot of beating him on september 12th in las vegas.",neutral
boxingego: floyd mayweather jr and showtime make it official. mayweather vs. berto sept 12th showtime ppv.,neutral
gov. chris christie & fmr gov john kasich get the final two spots in the fox news debate thursday. gov. rick perry among those left out,positive
"after all, no republican has ever won the presidency without ohio, says ohio gov. john kasich, who got the coveted 10th spot on stage",neutral
"'there's no point to sharknado, they may as well as had slothnado. sloths killing ppl with their hooks'",negative
"my tweets are so inconsistent. i can go from ""mon scotland"" to ""nirvana are amazing"" to ""i love doctor who"" in the space of 5 minutes.",neutral
"here's the line-up for thursday: john kasich is in, rick perry is out in first republican debate",neutral
on the other hand jason aldean on saturday,neutral
floyd mayweather has just revealed his opponent in his last fight ever on september 12. will you watch it?,neutral
what are you doing this thursday night? want to find your true self? zen out and reach nirvana with a little free...,neutral
i have been to qatar in june/july. miserable is just an empty word that does not scratch. hot no beer and muslims. fun eh?,negative
chris christie and john kasich make the cut // ricks perry and santorum do not,neutral
a special tuesday night movie with nephew today. we went to see ant-man. it was much better than i had anticipated. a nice old school vibe.,positive
"christie, kasich make cut for fox debate; rick perry out - john kasich secured the ninth and 10th spots, respectiv...",neutral
et review: motorola moto g (3rd gen): we have always recommended the moto g for budget-conscious users w...,positive
ha! almost made it through the 1st hour w/o making a stupid comment about muslims or kissing chomsky's ass - almost! |,negative
may allah accept this dua. i ask allah to rectify the muslims and bring us back to the deen of allah.,positive
floyd mayweather will go toe to toe with haitian-american boxer andre berto on september 12 in his final fight - bad luck mundine,neutral
it's all about the money i think kochs will start dating john kasich over scott walker and john may be scotty boy out,neutral
"wow, gov john kasich made it. fox announces 10 candidates for thursday's prime-time debate via",positive
washington (reuters) - republican governors chris christie and john kasich on tuesday grabbed the last spots on stage next to front-r...,neutral
so kris bryant was coming up but he decided to send him with the ball in infield and russ barely turning 3rd base..... smh,neutral
bad blood by taylor swift feat. kendrick lamar stays in top 5 for 11th week on the billboard hot 100; peaked at,positive
the complete stupidity of the wwe constantly kissing up to rousey when she has no say in if she can do mania,negative
"chuck norris gets shot today,tomorrow be the bullet's funeral!",neutral
"ant-man felt like the 1st ironman movie 2 me. that's good. it did feel like 2 films grafted onto each other. not as good, but not bad either",positive
"most boring superstar of boxing ever sets up another mismatch ""floyd mayweather confirms he will fight andre berto """,negative
"and on this tuesday night i will ponder why they decided to make a rap remix of ""bad blood""",neutral
paul mccartney at on friday! i wish i could go back to that day,positive
"qualifying 10th means that gov. john kasich will be on one end, with donald trump stage center via",neutral
i'm going home tomorrow and i better have power at my house by 8pm so i can watch big brother,positive
"back in 9th grade, i told people how my favorite song was nirvana by sam. people said ""never heard of the song and the guy must not be good""",neutral
chris christie and ohio gov. john kasich make last two spots 9 & 10 of republican presidential candidate tv debate this thurs on fox.,neutral
he may or may not be my boss... well he shipped me off to another team lol... pretty similar to josh hamilton.,neutral
"kris bryant is having a rough week, and it's on tuesday.",neutral
super excited for jason aldean and kenny chesney on the 15th because it has been way too long since i have been at a country concert.,positive
fox news screwed rick perry. nbc/wsj poll left out by fox so john kasich would get the 10th spot in the debate. fox news? no! fox crooks!,negative
"i'm gonna see ant-man tomorrow, can't wait. (you seeeee, i'm doing theaters lol)",positive
i do understand that john kasich has written two books. i'm not saying he doesn't know what's in the books. someone may have drawn pictures.,negative
last day at dunkin tomorrow!,positive
david price is a blue jay and the blue jays are in a playoff spot in august. im extremely happy with the way things are right now,positive
"tay tay is in a roll i know im realizing this kinda late but c'mon she is on a roll baby!! style, blank space, bad blood",neutral
"sipp is facing josh hamilton with two on, two out in the 5th.",neutral
josh hamilton hits an rbi double to give the rangers a 4-2 lead in the 4th!!,positive
can you ask seth rollins to have an open challenge on monday night raw for the 3 weeks until john cena retur,neutral
"if mcgregor and rousey are scheduled on december 5 in dallas, i will be there even if it's just by myself.",positive
tonight with us is breaking down everything floyd mayweather vs. andre berto on september 12th.,neutral
im having like a terrible day and maddie just made it ten times better with dunkin tomorrow,neutral
when the song on paper towns isn't the fourth of july track and your just so confused bc they sound exactly the same.,neutral
"if you try to run on josh hamilton, you're asking to be thrown out. his bat may be deteriorating, but that arm is still there.",neutral
ryan braun stays hot! he doubles off the wall in right-center with one out in the 7th.,positive
"so chris christie, rick perry, and john kasich are fighting for their lives to make the gop debate on thursday. who will miss out?",neutral
styles make fights. rousey may very well win but there's no way she is running through holm.,neutral
"morning coffee with and his playlist. michael jackson, billy joel, nirvana, bon jovi, the last unicorn",neutral
"can't help believing how much dustin johnson was robbed in the 2010 pga championship, and how that ruling may have sidetracked his career.",negative
"jason aldean just said to have a great weekend on tuesday night. what the fuck, not cool dawg.",negative
"drake went in on meek again, it's all over! the only beating worse than this was the one rousey delivered on saturday",neutral
"by george aluo super eagles' head coach, sunday oliseh, has declared that he is con- demned to winning next...",neutral
"the 2nd episode also features an interview w/ tom dakers of , who joined the podcast to discuss the david price & tulo trades",neutral
co-editors enjoying the last days of summer with paper towns and nativewings!see you tomorrow freshmen orientation!,positive
watchout may call you vampire. but then rly minister is bjp and not yakub &she will let pass,neutral
"could you please let me know what randy orton does tomorrow, if he stops for fans or doesn't ? that would be great :)",positive
"ryan braun reached base four times tuesday, going 2-for-2 with two walks and two runs scored as the brewers downed the pa...",neutral
"i see. well, illegal is illegal. on muslims, you may have meant islamic extremists. but i make assumptions.",negative
motorola rolls out 'moto xpress' doorstep after-sales service: after launching the much awaited moto g (3rd ge...,neutral
i want to watch paper towns on thursday but i seriously have no one to go with.,neutral
bethe correia still thinks she can beat rousey and that santa claus is coming december 25th.,neutral
"floyd mayweather announces andre berto fight: american set to retire after september 12 bout, the last of a si...",neutral
"after blocking roads adjacent to islamic centre, plans to make everyday a friday or eid so that the mosque will always be full",neutral
"princess charlotte may have stole the show, but we just can't handle how adorable little prince george is!...",positive
electorate persists in thinking innumerate george osborne is economically astute just because he looks like an arse.,negative
"in houston but waiting for to make mcgregor vs aldo, rousey vs tate december 5th in dallas official",neutral
"oliseh meets with victor moses in london: super eagles coach, sunday oliseh, has met with nigeria and chelsea ...",neutral
we start the morning with news that floyd mayweather will face andre berto on sept 12! odds:,positive
"andre berto gets the call for floyd mayweather's ""final"" fight. sept 12. start booking hotel rooms now!",neutral
"coach of the super eagles, sunday oliseh was on sunday one of the numerous spectators who watched arsenal defe...",positive
floyd mayweather puts undefeated record on the line with announcement of final fight,positive
"sunday oliseh meets with victor moses in london (photo): super eagles coach, sunday oliseh has started the pro...",neutral
"'floyd mayweather to face berto on 12 september.' good luck, bert. is that why you've been on the 2:5 diet?",positive
uncle u were talking about yakub hanging by indian courts the other day? military courts..awesome!!,neutral
another awesome wed night this time with the man who killed chuck norris,positive
rousey over floyd everyday of the week and twice on sunday.,positive
may allah save and protect the muslims in car,positive
"indie grind news cara, michelle - on july 5, cara delevingne hit the red carpet of the ""paper towns"" premiere in s...",neutral
welcome to lukmon osukoya's blog: boko haram may be receiving its funding from the p...,positive
"david price is my late uncle's nephew. although he may not remember me or know me personally, there is no...",neutral
moto x style and moto g (3rd gen) hands-on via moto is the best,positive
sat for 3 hours in a restaurant to watch rousey for 34 sec. & i would do it again!!!,positive
am i the only one who doesn't care that floyd mayweather is fighting again on september 12th against andre berto....,negative
"thoughts on the detroit tigers, arian foster, and floyd mayweather in today's daily six pack:",neutral
"sunday oliseh, the newly appointed super eagles handler has advised nigerian players plying their trade at big...",neutral
kris bryant's dizzyness sunday and hbp on the hand yesterday are concerning. i think he could benefit from 2-4 days off.,neutral
'david price' appeared on tuesday 4 at the 6th place in the top20 of ottawa's trends:,positive
rick perry came in behind john kasich and will not be in the debate tomorrow. he's fallen quite a bit since being...,neutral
do not get into kpop u may or may not be able to control urself and the storage in ur phone bc of saving too much pics,neutral
it is good news for times now as the terrorist may be glorified like yakub.,positive
"it's a longshot, but if i were a betting man, which i am not, i'd say john kasich may end up the gop nominee. it's not going to be chump.",neutral
"can the blue jays afford to extend david price?: it may seem crazy, here in the thick of a pennant race, to di...",neutral
floyd mayweather vs andre berto on september 12. will he make it 49-0 or it will be 48-1?,neutral
britain's head boy ticks off chilcot for being nearly as flexible about deadlines as george osborne,neutral
well i guess i'm going to zac brown band at fenway friday. actual lols because i'd never go out of my way for tickets,neutral
they accuse you of playing politics because you want to look tough because george osborne has stolen a march on...,negative
"yakub may have been an indian citizen, but for as a terrorist, he was as much a pakistani as was kasab and the terrorist caught today",negative
ohio governor john kasich will be in the big gop debate during prime time thursday.,neutral
any chance that you guys will be offering the new moto g (3rd gen) in the near future?,neutral
no media hallah no julush for late sepoy rachpal singh. or it may be he is not terorist like yakub .narendramodi,neutral
"review: motorola moto g (3rd gen): motorola's mid-range masterpiece, the moto g, is a formidable smartphone th...",positive
thank you rolling stone for publish drinking game rules for tomorrow's debate. we are using it in madrid,positive
"why then should the world wonder the works of boko haram isis and alqueda, alshabaab, etc",neutral
was this media mafia behind the fact that yakub got front page coverage when lt respected kalam was on 3rd or even 5th page,negative
big brother is like cigarettes or whiskey. 1st time you want to puke. after you overcome your natural aversion you develop a craving.,neutral
if anyone wants to take me to the jason aldean concert either august 28th or 29th please feel free!!,positive
"horrible. diehard fans may love the hard r, but lots of people will pass. ant-man was fun, quirky, enjoyable. not this.",neutral
"floyd mayweather ""the thirstiest capitalist since daniel plainview"" lines up another boring fight",negative
this might be a great fit for you: prince george career open house: august 26th at 6 pm -,neutral
"to kill muslims, they may have killed muslims but it don't make u a khawarij only for that, it's an aqeeda ting",negative
"i have got to win ""what figure wednesday"" i know that it is dean ambrose and my instagram is dez_is_here12 please!!!!!",neutral
if you liked ant-man you may enjoy law and the multiverse's discussion of the whole robbery/burglary distinction.,positive
cyborg did nothing (for lack of a better term) to progress wmma and now suddenly the narrative is rousey's ducking her? c'mon.,negative
"if rousey runs throught tate the 3rd time around, the cyborg, rousey fight has to happen. or just let her clean out the whole division",neutral
"today in beatles history (may 26, 1986): paul mccartney is named the most successful musician of all time by the guinness book of records.",positive
"do not close your eyes to boko haram because they are in the north today, they could be anywhere tomorrow -",neutral
"as a huge john cena fan, him beating seth rollins to win his 16th world heavyweight championship is just wrong. , reconsider.",negative
you and me both. was chatting to about 4th wall breaking after ant-man,positive
"review: motorola g 3rd gen: with its great camera and funky design, the new moto g is a fantastic budget smart...",positive
congratulations! hulk hogan reached the end of the 1st line of his keyboard. now we try with these letter things :),positive
rousey's need for speed: nascar drivers may know a little something about a need for speed. espn even ...,neutral
has the mo! in nh will help raise $ & get press. there's a lot to like w/ every man gov john kasich.,neutral
"seth rollins, the authority must break up to create better storylines: this past monday, following the ""in me...",neutral
"in thursday's gop presidential debate, john kasich and donald trump will have the least scripted responses.",neutral
patiently waiting for a 2nd season of big brother. c'monnnn! consider it for please & thank you,positive
"this house may be old, but it's a new kind of house in prince george's county. -zero",positive
"you may have seen sexy, but you've never seen brea in nothing but my nirvana tee sexy.",positive
"this is news? rly? lol. if in the ring with rousey, i too, would run away. older and fatter than lolo i may not last a minute!",neutral
"8 ip, 3 h, 11 k in 1st start as a .....are you talking about a different david price?",neutral
i honestly find it difficult to imagine a reader not knowing that watchman was a 1st attempt with serious issues.,neutral
kind of a throwback to eid when the sun and i guess wind was in our faces,neutral
josh hamilton & shin-soo choo off tonight with lefty scott kazmir on mound for .,neutral
"super eagles head coach,sunday oliseh to ring the closing bell at nigeria stock exchange (nse) on monday, august 17 2015",neutral
happy birthday for tomorrow! may you get the naked seth rollins you've always wanted ;),positive
can't wait to see what happens to april in sharknado 4 hope she lives,positive
remember the british? sun never sets. now it's a soggy island getting overrun by muslims.,negative
rolling stone has published drinking game rules for tomorrow's debate. and will be live tweeting the game.,neutral
been watching big brother since season 1 & ur the 1st houseguest to follow me. love that u take time 2 interact with ur fans.,positive
meet your water nirvana this saturday with &,neutral
booo. you going to any games this weekend? david price on saturday in the bx,positive
"our makeup game vs the has been rained out for the 4th time, due to sharknado like event in the area. we'll try again tomorrow",neutral
i have a huge midterm tomorrow so i was listening to iron maiden to help with my anxiety but now i just wanna watch game of thrones :/,positive
ugh why didnt i just go see paul mccartney on friday >>> anything else,neutral
you listen to too much kpop when you can guess every kpop song you know by the 1st sec!,neutral
thanks again eastside! we're off to party with the fancy hollywood types at big brother. back at it on fri. post the spots tomorrow night.,positive
"axelmania still running wild? as we all know, wwe terminated hulk hogan's contract on july 24th after he made...",neutral
"floyd mayweather vs andre berto, sept 12th at the mgm grand, live on showtime ppv",neutral
he also opened for jason aldean in april. and he put on a good show too! <3 tyler farr <3 <3 <3 kristi,positive
one of my favorite match of of all time is when the rock take on brock lesnar for the 1st time ever in his career for the champ,positive
the voting rights act turns 50 on thursday. a funny thing happened on the way to post-racial nirvana at the polls.,neutral
wish i knew more about gov. john kasich. we will find out more tomorrow.....i hope.,neutral
"3 things buhari can do and he'll get a 2nd term automatically. tackle corruption, improve electricity, stifle boko haram.",neutral
"great pic of both of you! how time flies, eh? bangs, all girls do bangs . paul mccartney's 1st gf set the rage rage 4 bangs",positive
adrian neville and seth rollins blew the roof off of that place on monday night raw and adrian neville you did awesome!!!!!!,positive
"i know kris bryant can play 3rd and play it well, but i just don't think he has the instinct to play it at the level others can.",neutral
could you and jd comment on what it may take to get kris bryant out of his current batting funk?,negative
can we just keep hutchison away from david price...his suck may be contagious,negative
aaliyah also known as having her 2nd album listed in rolling stone's best albums of the 90s,positive
i can't wait until august 23 so that i don't have to hear any more of the zac brown band.,negative
in 22 starts david price has 149 strikeouts. in his 22nd start hutchinson just got his 100th strikeout. hutch has some work to do,neutral
everybody with cable is going to be so hungover friday. the official gop debate drinking game rules | rolling stone -,neutral
"n.h. poll: trump still 1st, but the mentally unstable john kasich jumps like a boss into 2nd place -",neutral
hey anyone wanna see the zac brown band with me on sunday at fenway?,neutral
i think that was faster win then the rousey fight on saturday night!,positive
"replace rousey v. tate iii and add rousey v. chris justino, all due respect, i don't want to see tate get beat for a 3rd time.",negative
2nd time going to dunkin today and there closed. like no this is not ok,negative
if kris bryant becomes chris davis are fans mad? i would take that. davis this season 6th in homers leads the al in rbi.,positive
i want shelli to go home tomorrow on big brother,neutral
my mom tells me she's going to zac brown band on friday and then proceeds to ask me what songs they sing...,neutral
"oliseh to ring closing bell at the nigerian stock exchange: super eagles coach, sunday oliseh, will perform th...",neutral
bethe correia called rousey out again? clearly she had a few screws knocked loose on saturday night.,neutral
i've never had dunkin' donuts coffee. what's the hype? i might find out tomorrow even though i know i'll regret it.,neutral
the news networks are covering the trump debate this thursday like it's a floyd mayweather fight.,neutral
a senseless error by starlin castro and kris bryant led to a pirates run in the 5th inning:,neutral
"unlike mel gibson, chuck norris didn't get drunk ""one night"" and spout off remarks of anti-semitism; he does this every thursday.",negative
"ufc195 jan 2nd. aldo vs mcgregor, rousey vs tate. at least $13m gate alone. just dip into that money to bring you pal over",neutral
very bold of cnn to show the hulk hogan sex tape during the gop debate tomorrow...at least we can see disappointing dicks on 2 channels now,negative
wellllllll. big brother is on at 9. so i gotta see when dcc is on. i may be watching it friday on demand. :),positive
"i have this thing now where i watch sunday and wed eps of big brother the day after they air then thurs live, so much easier tbh.",positive
"john kasich is ""tan"", rested, and ready. he's ready to get ""1/3rd"" of the black vote and not be a ""nutjob""..*sarc*",neutral
ryan braun drives double off cf fence with one down in 8th. just missed 250th career hr.,neutral
just watching the game and i totally thought ryan braun's double was out of here in the bottom of the 8th!,neutral
please. rousey will make cyborg her bitch. too bad cyborg loves the juice.,neutral
awesome episode of big brother! i'm totally team.. ? ? love it.,positive
"also may be sending more like them will divide india, like in yakub case with support of ....",neutral
kris bryant is 3rd in the league.....in strikeouts of year,neutral
baron corbin might actually have the 2nd best job in the world next to brock lesnar arrive squash/get paid leave repeat,positive
on saturday i'll count how many white girls with nirvana shirts and flannels i ses,neutral
tomorrow night is the big night! xtu will be in the house to give away jason aldean tickets 7-830pm.,positive
"at about 11 a.m. et on tuesday (august 04, 2015), our beloved actor chuck norris passed away.",neutral
rolling stone releases the official gop debate drinking game: the republicans will take the stage thursday nig...,neutral
5h and the multiple delays of their 1st album drove me to kpop..... i hope they're happy,neutral
"go set a watchman initial reaction: oh no, it's a period romance. but i like what the guardian did with the web stuff",neutral
hi. r u going to dunkin tomorrow morning,positive
i'm so happy; i'm going to see paper towns tomorrow!,positive
ten things you may have missed wednesday from the world of business: dunkin' donuts on wednesday opened its fi...,neutral
"in other news, can't wait to see ant-man tomorrow night, hopefully it's what i expect",positive
not bashing on calibraska because i liked it but true because so many girls are not here for the music.,positive
what's new in ? 1. aj styles returns and may fued with seth rollins for the title. 2. the return of asteroid on jmwe nxt,neutral
"i got 3 options on friday suck it up and watch fantastic four watch ant-man, again or watch mission impossible:rogue mation",positive
"i really just tweet on wednesday ,thursday and sunday because of big brother but other then that i don't tweet now.",positive
"floyd mayweather picked a guy who has lost 3 of his last 6 fights as his opponent, and the boxing world hates him",negative
"if you don't come go see parker mccollum friday night, chuck norris will come to your house and roundhouse kick you.",neutral
"oliseh woos ibe: head coach of the super eagles, sunday oliseh has held talks with liverpool starlet,...",neutral
"aldo-mcgregor, rousey eyed for cowboys stadium on december 5 via she's best female fighter",neutral
previously: floyd mayweather pictured for the 1st time since fight with pacquiao,neutral
"christians, muslims, and hebrews alike unite, and may the teachings of god solidify the cause of a worldwide government body and its courts.",neutral
i can't wait for the main event of summerslam undertaker vs brock lesnar! may the best man win!,positive
heyman's promo on monday for brock lesnar was the best promo in history!,positive
they put the instrumental for fourth of july by fall out boy in paper towns and i've been looking for it since i watched it,neutral
"big brother is watching, so you may as well freak him out by visiting .org.",neutral
"taylor swift has chosen her next single: you may still be dancing along to ""bad blood"" with taylor swift and k...",neutral
saw ant-man on tuesday. great film. much more character driven than the big epic mcu films.,positive
"if the day should ever come that u do a video for bad blood, may i audition for the part of lucky fiori sir?",neutral
nigeria friendly against ghana may be on the cards: nigeria's super eagles and ghana's black stars may come he...,neutral
7 boko haram militants killed in a clash with chadian security forces: yesterday wednesday ... via,negative
: if i may ask what are the boko haram fighting for? even they don't know.,neutral
john cena vs seth rollins raw july 27th 2015 cena won by making the fake champ t by - via,neutral
"paper towns is out here next monday, i need someone to go watch it with!",positive
rousey rising: a benchwarmer argues against those who call the ufc champ's ... - santa maria sun,neutral
1st day of school outfit. iron maiden shirt black skinney jeans black converse. i am officially punk rock okay.,positive
still waiting for the replacement moto g to reach me. so much grief! one week after the 1st product crashes still waiting.,negative
been listening to zac brown band on repeat for the last week. can't wait till tomorrow!,positive
"glasnow is nearly identical to 2008 david price, who got the call up and was outstanding as a reliever in sept/oct.",positive
"sunday oliseh woes jordan ibe for super eagles: super eagles head coach, sunday oliseh, has revealed that he m...",neutral
second suggestion for the gop debate: give john kasich 5 minutes of uninterrupted time to explain why he's 10th out of these 10 dudes.,neutral
waking up to chanel west coast crying while being arrested may top that day i woke up to racist hulk hogan.,negative
a very good maxim - one that boko haram had the privilege to enjoy during the jonathan administration & may still!,positive
"like, is he going to be making david price 2nd and 3rd arb year money?",neutral
pmb approves amnesty for boko haram? may it turn out to be rumour!,neutral
only time will tell. haven't got the 5.1 fr my moto g 2nd ed yet,neutral
"a good question to reflect on by le guin, but i think both can be true. or, watchman may flesh out the reality of mockingbird (1)",neutral
agree ron ..... john kasich will get the chat after its all said and done ! carly ferino will get the chat frm the 1st debate,positive
i want to get my moto g 1st gen exchnagr with new moto g 3rd gen. pls give me a deal. let's start a contest for it,neutral
does anyone want four tickets to zac brown band for saturday night?,neutral
going intn med overdrive with chynna and rousey. symptoms. : / wondering if fleas may b catalyst. grr! coffee time! hugsxo,neutral
harper lee may not have published go set a watchman were she not taken advantage of in her older age/illness.,neutral
super eagles up four steps on fifa rankings. now 54 in the world. 10th in africa,positive
"we have four premium seats for the zac brown band, for this friday night 8/7/15 at fenway park. these are...",positive
i just entered to win 2 tickets to see zac brown band on september 5th! you can enter too! thanks hoffman ford!,positive
"starts friday, august 7th, max, paper towns, testament of youth. buy reserved seats online with no service fee at...",neutral
we owe it a duty to crush boko haram not grant them mercy. at least if not for ourselves but for future terrorists who may rear their heads,negative
"gonna go to the city this weekend (saturday most likely), shop a bit and watch ant-man, cause hell, i wanna see it!",positive
oh snap. you guys know who is? i'll have to meet the big brother fan who runs this acct. i'll be setup on friday!,positive
