tweet,sentiment
"sopa is back! as a ransomware virus: ""after historic internet protests in january the sopa anti-piracy...",negative
i'm having white collar withdrawal. i can't wait till it comes back in january.,positive
i'm guessing the night of the 16th is gonna work the best. invited you and nick on fb.,positive
"filmclub back monday with ""source code"", a sci-fi techno-thriller with jake gyllenhaal, directed by david bowie's son!",neutral
going to some like it hot in newcastle on saturday for a dance off,neutral
at tomorrow's heritage convocation we will celebrate the last 125 years of sc history. come to culbertson at 10 am!,positive
""" : i didn't want new york to miss my madonna show. get ready for monday! it's gonna be on wnbc!"" aw how nice",positive
"lbj out with cramps. steps on chalmers. c's ball. offensive foul. 100-89, heat ball. 7:57 left in the 4th.",neutral
i mean the heat still made it to the championship there 1st year....,neutral
i'm talking all types of shit now....cause the celtics may be 0-1 but the lakers 0-2 lmaooooooooo!!!!!!!!!,neutral
she said she would but she has to be in miss america pagent in december,neutral
i'm going to kfc tomorrow so andy (the guy/boy idk what age he was) better be there because he's like my runaway love,positive
michael wants to the dc game tomorrow,neutral
"new plymouth's run at state ended by west side high tonight, 21-13. marsing hosts salmon tomorrow in 2a q-finals.",neutral
georgia in the sugar bowl? what game were you watching saturday night?,neutral
""" : we say we have problems but putting life in to perspective we have such fortunate lives"" you may be martin luther king.",positive
have a big show on in melb tonight then back in singapore on sunday for a month!!,positive
"giving away a trip to dallas to see steelers vs. cowboys on the facebook page, enter before tomorrow at noon",neutral
"don,t miss it international stuttering awareness day: 22 october was designated international... check out new post",neutral
i might just die if i hear one more person say that halloween is the devil's birthday. that's crazy!!!! i was born on may 19th.,negative
"saturday morning movies at the theatre! tom & jerry, the jungle book! loved that i always got to bring a friend!",positive
"yep, mavs started 0-4 before racking up 67 wins in 06-07. of course they also flamed out in the 1st round against golden state.",negative
still be in bolton i think :) you free sunday then? x,neutral
in bed in plymouth hotel for the last night of holidays - home tomorrow. had fun meeting and but time for home :(,positive
so noone told me about slingbox? i could've been watched sons of anarchy and the niners game on monday!,neutral
"i was supposed to go to the 30 rock on monday so i could buy some nbc stuff, but my brothers were tired and we had to go home :(",negative
is there a fanpic being taken at anfield for the game on sunday?,neutral
the 1st day i ever watched a kidrauhl videothe one of u singing in the mirror i thought u were adorable&u still r (;,positive
"buy my new album comming out called ""fuck you procrastination 3"" ft. drake trey songz nwc meek rick ross. drops in wshh november 19 cop it!!",positive
"true!..dude hasn't gotten it in his 4th season and still plays the same, can't be like alex smith who just got it together lol",negative
it sounds similar to you but to them its like rebecca black singing 'friday'...lol..,neutral
i wanna see friday with al green so bad. missing my pinkroom family!!,negative
"""man with the iron fists"" comes out tomorrow and that indiana movie theater gotta get right and get that movie dawg!",neutral
"tina fey and amy poehler will host the 70th golden globe awards in january and, for once, i may care about an awards show!",positive
got so excited because today is thursday and grey's anatomy was coming on. but then reminded me that it's not.,positive
liverpool return to league action on sunday with an anfield clash against newcastle....,neutral
watching laugh at my pain with on this cool saturday night,neutral
"boston rob may have won survivor and the bachelor, but definitely not the finchelor.",negative
"be barack obama for halloween: in march, after romney beat rick santorum in the ohio republica...",neutral
tina fey and amy poehler are going to host the golden globes on jan 13. *hyperventilates*,neutral
it's tuesday. 8pm. i turn to abc family and it makes me sad to see there's no pretty little liars,negative
"have the privilege to ride dod sponsored float in january 1 rose parade in pasadena, california!",positive
i liked a video chris jericho's 1st appearance after the royal rumble 2002 ppv (1/2),positive
"spotify is all ""matt and kim station eh? may we suggest david guetta?"" no, you may not.",negative
wvu's meetings will be at their regular time again starting tonight. meet us at the mountainlair laurel room at 8:00pm every thursday.,neutral
i cant hire the honey badger to mow my lawn now...but sounds like he may be better suited to be a weed eater.,neutral
"i want you to cover ""let's stay together"" by al green on saturday, just because city pages warranted it.",neutral
a final sign that you're growing is that you find time to watch 30 rock on netflix on friday at 2pm. ?,neutral
just wanted to let you know that tvd was amazing tonight!!! only the 4th episode and it was so intense! loved it! :),positive
"ayeee wear the jordan's and a black vneck tomorrow, let's be twins.",neutral
i remember when i had twitter jail on a football sunday during the cowboys game. the game wasn't even halfway done,negative
""" : chris jericho explains why he thinks ryback should beat cm punk on sunday: """,neutral
"c'mon, u want to kidrauhl follow u'r amazing account? so let's trend!^^",positive
absolutely amazing day! november 11 is the huge revealing party for nlc. i absolutely can not wait ~ pastor c,positive
""" : monday's ""bomani & jones"" is on jordan jefferson...and yeah, it'll be a doozy, too."" they give us weed smokers a bad name",negative
"it's good some abc and cbs outlets are reporting benghazi - but part of reason is probably so they can claim ""but we reported it!"" 11th hr",positive
honey badger and jordan jefferson both got arrested for pot possession for the 3rd time. he's out for good,negative
3rd in 2 games!!! emile heskey bags the opener for newcastle jets. he scores when he wants ! :p x),positive
"a model walks during the 18th annual salon du chocolat show in paris, wearing a dress made entirely out of...",neutral
gary ablett with 110 points at half time... looks like he may have a big game..,neutral
"tim tebow has already had more success than over 95% of qbs who have ever been in the nfl and this is his 3rd season. ""killed""?",positive
did you play for exeter 1st team against swansea yesterday?,neutral
"this is the worst year possible to be obsessed with someone and want to be at every single one of their concerts, i have gcse's and sat's!:(",negative
eduardo you want to go to mlk tommorrow or thursday,neutral
oh didn't i see where tom brady is the 9th most overrated nfl player. yes this explains it.,negative
or something that ends in a 3 lmfao time to dream about jr! i'm gonna run in the street tomorrow,neutral
"""if i knew that tomorrow the world ends, i still today, plant a tree."" martin luther king",positive
just got email about press conference at 11am on wednesday at the mlk jr statue at marshall park.,neutral
i love competing in the miss america's outstanding teen program.. can't wait until tomorrow!,positive
"klas-jan huntelaar,demba ba,fernando torress and fernando llorente who do you want liverpool to sign in january?",neutral
c'mon man! honey badger just don't give a shit!,negative
i know! we went to dinner and brett made sure he got his thursday chicken fingers though!,neutral
tomorrow is awareness day! help us change the perception so many people have about this wonderful breed.,positive
"is heading to tom's river nj and manhatten, please consider donating to the cause. they feed 1st responders and communities.",positive
ive got 1st unit: bk rostu maggette cv31 gmonroe & 2nd unit: bynum daye tay jerebko drummond i hope jr watchez the pistons stickz w/ em sum.,neutral
the only reason doesn't lead this stat is because wvu skips giving up 1st downs and just lets them score...,neutral
""" : this is the first thursday in a long time where i didn't get to see :( "" skype counts (:",negative
got being human series 4 today. may just watch that tomorrow if this shitey weather continues :),negative
"let the debate begin: eli or big ben - when the steelers play the giants on sunday, there will be something swirling...",neutral
"betting on the honey badger: will tyrann mathieu make it to the nfl?: this aug. 2, 2012 file photo shows lsu cor...",positive
i havent went to philly in a while :( my mom going tomorrow but she coming back the day after. & that's bullshit.,negative
"**(dm)** me the 1st thing that comes to ur head! when u hear some1 say: one direction, harry,louis,zayn,niall or liam the boys",neutral
"""big brother may be watching you right now, and you may never know. is the new normal""",negative
"morning twitterites! goal: by 5pm friday, want to see msm report on benghazi, and obama below 42% in polls. hammer it home, patriots!",positive
giants' scutaro leaves game with hip injury: san francisco giants second baseman marco scutaro left monday's nlc...,neutral
what time are you going to be back in the 'hood' on thurs? and also did you purchase justified?,neutral
"its monday! that means...back to work, movie premiers, hustle and flow mondays, dj table with afrojack tonight at...",neutral
yay omg we are off school on april 1st we break up for the hols so if janet stays over in liverpool i could try and meet her the next day or,positive
love al green. saw him in concert in july...he's still got it,positive
"december 4th 2011 curitiba, brazil - the first and last time i saw suicide silence with mitch. i'm glad i ha",positive
in may okc is still gonna b the primary threat to lose to the lakers,negative
he said if chris bosh had to burp that shit wouldn't come out til tomorrow long neck mothafucka lmfaoooo go head!,negative
napoleon dynamite in the morning good way to start of my sunday lol,positive
"what makes me almost as angry as is that i may vote for , even though she supported pipa. lesser evil...",negative
i really enjoyed the chicken liver parfait and the featured peperonata risotto (hope they're still serving it tomorrow)!,positive
miss america visits wichita wednesday: the current miss america was in wichita wednesday to talk about her passi...,neutral
saints trip moved - everton's january trip to southampton has been resheduled after it was selected for live te...,neutral
"touchdown !! 21-0 at the beginning of the 2nd quarter is kinda ridiculous. haha. oh well, roll tide!!",positive
lol well my parents said no tomorrow and sunday she said u could come to mi casa but if no then on the day u said el oh el,negative
"'s last league win at anfield was actually my first visit there, in 94.an emotional day with the 5th anv. of h'boro",neutral
can we just skip our 3rd blocks tomorrow and go to sc and play please?!,neutral
what about tony romo on sunday's game against the giants?!,neutral
please justin follow me ? hope everyday ! je t'aime ! can wait to see u in paris for the 1st time ! je t'aime <3,positive
"i'm right where i wanted to be on this thursday night: grey goose has me feeling good, baby making dinner and al green in the background.",positive
heather to the rescue! just agreed to do 4sight at oldham tomorrow :-),neutral
nlc inservice days on the monday and tuesday chris...another 2 days where teachers aren't even doing a half days work :-)),neutral
is that live or the 2nd half of the orange bowl? mt : a late arriving crowd.,neutral
remind me to watch 30 rock online on friday... ryan lochte is going to be on it ;),neutral
wtf. so now we have to wait til friggin' january for the next episode of pretty little liars. what is this?!,negative
got to show my rubbishy physics presentation tomorrow :/ the only good bit is daniel radcliffe singing the elements song ;),neutral
"if a&m goes 9-3 and texas goes 9-3, they actually might meet up in the cotton bowl in january",neutral
going to the wizards me tomorrow!!!!!! sice!!!!!,neutral
fuuuuck... up by 11 / gotta sweat vernon davis in the monday night game. i'll vomit from talking up his shit team if i lose,negative
i'm delighted that tina fey and amy poehler are hosting the golden globes. how am i supposed to wait until january 13?,neutral
yes and by big points. similar to the cotton bowl last saturday.,neutral
i don't have a jersey to wear tomorrow so i think i'm a just wear a mavs shirt. lol,neutral
on - is the sec behind alabama this saturday night?,neutral
"march the entire rose parade in wooden shoes? the moc-floyd valley ""pride of the dutchmen"" high school (orange...",neutral
"lana del rey is playing in may ahhhh have to go, bless you for revealing this information x",positive
2nd night going to sleep with this girl on skype lol <3,neutral
"*a hot cup of coffee on a cold morning & some nice country music to go gets me everytime :)! (8-0), 3rd in the bcs!",positive
meet us at 9755 chalmers tomorrow evening 5:30-7pm- a righteous girl meeting take sum time out your day to have sum christian girl talk...,positive
everytime the steelers are playing on sunday night football the first thing i get fired up for is ike taylor introducing himself,positive
"it's the first week of cbb season, marquette madness friday night.",neutral
i could have been asleep by eleven. except i found m ipod.... i'm going to be so tired tomorrow.,negative
why is everyone saying they arent pleased with tvd tonight? what happened???? unfortunately it isnt on until tuesday in the uk:(,negative
tv ratings: cbs and fox split a low-rated wednesday: on a night impacted by both halloween and the after-effects...,negative
bears suffer a 2-1 loss at sdsu tonight next up - no. 4/5 ucla on sunday in los angeles,negative
"jubiliant girl won the 5th, trainer john sadler's 1,997th tb win in n. america. he also has 2 tb wins vs. qh and 1 win in dubai.",positive
"former ""saturday night live cohorts tina fey, amy poehler are teaming up to host the golden globe awards.",neutral
"i'll probably watch a few episodes of the ricky gervais show tomorrow and in my free periods, on mah laptop. yay! :d",positive
going home with kayla tomorrow to a typical wisconsin small town. what should a city girl like me experience?,neutral
"""even if i knew that tomorrow the world go to pieces, i would still plant my apple tree."" -- martin luther king",neutral
"the good news: parks opening sat. a.m., the bad news: the destruction",neutral
"coach, you may want to explore zumba for your players. great workout to work on movement and fluidity of movement.",positive
"after 6 seasons, gossip girl's ready to say goodbye on december 17th with 2 hour special ""new york, i love you xoxox""",positive
"i hate those movies and devil inside, and i think it's called 4th kind. all those documentary type.",negative
hmmm how about this book for my birthday.. and el clasico in la liga will happen on march 3! sweeeeet!,positive
i love thursdays....grey's anatomy....one day closer to friday.....and no driving to huntsville.,positive
people may hate on jersey shore but honestly i love it.,positive
"demba ba is rated as '50-50' to make newcastle united's trip to liverpool on sunday, with the striker nursing a...",neutral
"special notice for lefties who try to watch the best show on tv, justified. (2nd try melts tv)",negative
el classico on a sunday night isn't perfect for the monday morning !!,negative
why can't sean's season of the bachelor just start monday?,positive
"tomorrow? i don't think so babe, sorry... only confirmed sunday with pats...",negative
"my saturday night is the movie contraband, kate beckinsale is good looking",positive
is currently on a 2 week trial with stoke city played for their firsts in a training game v rochdale on tuesday,neutral
i know u miss sec football erin. nothing like it! can't wait for big monday's coming soon. . cant wait,positive
"in case you didn't spot it, greys anatomy is back next wednesday at 10 on living //",negative
""" : if you google ""fresh prince costume"" i'm the 3rd picture!"" that's cool!",positive
"what do you think, dynasty league, trent richardson and my 2nd and 3rd round picks, for ridley and two 1st rounders?",neutral
watching the 3rd episode of new jersey shore and i've just realised the theme tune has changed!,neutral
tom stone has this soccer team rolling. huge game tomorrow against baylor in the big 12 semifinals.,positive
this is only the 4th time wearing my concords,negative
bold prediction: cowboys will beat the falcons sunday night!,positive
"who the hell moshes at matt and kim?? next time watch out for my face, mofos! my cheekbones better not be purple tomorrow.",negative
"it's ! if you want an mp3 of ""keep your foot on the devil's neck,"" be one of the 1st 10 people to respond ""i do!""",positive
"jonathan grimes / grimes, who was claimed off waivers by the texans on wednesday,",neutral
"kuttay,you have an exam tomorrow yes?all the best :d do well and don't think about zayn and all :p focus and shit :p bye <3",positive
matt we need to make plans for tomorrow night with some dimes,neutral
how in hell did philly give a 100 million dollar contract? they would be better off with matt flynn for a 1/4th price.,negative
"come support the show/movement at parkdale high school on oct 26th from 8-11 w/ aja, dreamteam, hqb, dsb & hib",neutral
this nigga dwight howard has end of the game stats in the 3rd quarter,neutral
"to whom this may concern: please get your shit together before you talk about somebody else love, paris",negative
did the patriots just actually blitz on 3rd down.. amazing what some pressure does,positive
no chipotle today and no grey's anatomy tomorrow......... obviously the world hates me,negative
they are going in on the lakers. mike brown may need to take notes..,neutral
"(and trust, i could talk forever about madonna's choice of singles. would *anything* from mdna had been a better 1st single than ""gmayl?"")",positive
haha it'll be alright. we got swansea on saturday tho away hahaha just like we talked,positive
last day of work and then my 1st official vacation! going to see my little bro in florida tm! and my mommy!,neutral
"3 days of halloween starts tomorrow: day 1 - david bowie, day 2 - poker face, day 3 - skeleton",neutral
"february?! the fuck. nbx shitting the bed w/ community, parks and recreation, up all night and 30 rock",negative
"you can get up early thursday morning and come to see rick santorum at the charlotte victory center; or, if you...",neutral
steve jobs and dr. king on the same level?!?! nah... c'mon kanye..,negative
drake didn't drop any new shit in october. cried this morning when he realized,negative
from brazil. it has some differences. we may have the same words for some things but the pronunciation is way different :),neutral
"if alabama loses to lsu on saturday, the bcs championship game could be played without an sec team via",neutral
leah from teen mom 2 is pregnant with her 3rd child and is getting married for the 2nd time to a new guy.. congrats you're 19.,positive
"tom horne was a lying bastard when he said he marched with mlk, he's a lying bastard as arizona ag. that's why i love him. xo jan brewer",neutral
"the perfect day apart from jordan rhodes' late goal for blackburn. up to 6th in the table, bring on next saturday!",positive
tmills is going to tucson! but the 29th and it's on a thursday :(,negative
i may or may not be dressing as zayn right now just so i can get cheap food at chipotle.,neutral
"wsj: microsoft testing homegrown handset designs with suppliers, may not see mass pro: until very recently, mi...",negative
quiz time... coming up. answers on the osfc physics page only! 1st correct answer wins a kitkat chucky. u must be studying physix at oldham,neutral
"for those in ohio who care, buckeyes would be 6th in the bcs right now ... behind 1-loss lsu",neutral
"frank gore & vernon davis, make wins tomorrow please.",positive
could make his spireites debut against at the proact stadium in the fa cup first round on saturday.,neutral
is this story why a major democrat in florida just asked the gov to extend early voting?,neutral
""" : white collar returns on tuesday, january 22 at 10/9c.""can't wait to see it :-)",positive
remember we just beat arkansas and ryan mallett in sugar bowl! arkansas was 2nd best team in sec that year,positive
were at the pca game friday? idk if you remember me but i was jared's friend from tca,neutral
good lad. think it's actually a saturday. i have the 17th in my diary. s s + amazing. el classico in la cuchara a highlight!,positive
"at some point tomorrow morning/afternoon, the will can the winter classic, and effectively the entire season. is it march madness yet?",negative
someone take me to florida so i can live in the sun.,neutral
"i text you earlier re the xc relay's on sat, andy needs to know if you are running",neutral
i was legitimately more impressed and intimidated by the devil inside than with pa4. might not see the 5th one at all.,negative
u making the trip to liverpool on the 10th? think my self and tinchy temple are taking in everton game if i fancy it?,neutral
she said she was gone stand in line to get my concords in december !,neutral
how long b4 the town houses on 7th ave. nd mlk get power back on??,neutral
aha yea it still closed and the truck is still filling... im in my moms car because were leaving for dc tomorrow and we need gas,neutral
"sugar bowl, then we might play riverside, playin st aug, peabody, op walker. man district goin be the easy part",positive
"just a quick message to my and anyone else who can't watch tvd tonight, my surprise won't be revealed until tomorrow so ...",negative
at the ready. as much as it hurts me to say this but the gunners at 4-1 to beat united tomorrow can i not bet it being united,neutral
: the dark knight rises. seeing it for the 3rd time. lol. is it too early to start talking about golden globe & oscar nods? best everything!,positive
hear lost interview of mlk jr.: a tennessee man finds a long lost interview with mar...,neutral
contraband with the boys! so eager to finally watch it!!,positive
being human is our number 1 job. a responsibility. don't you forget it. happy friday! :),positive
kanye and kim as batman and catwoman may be the best thing i've seen all week,positive
"rasheed wallace said he's ready to play ""30 minutes if needed"" in tomorrow's home opener at msg against the heat.",positive
i want notre dame to go to the national championship but i want ou to win this saturday,neutral
going to the heat vs. bobcats game december 26,neutral
"when's the last time the chiefs scored a meaningful offensive touchdown? september 23rd, at saints.",neutral
going back to houston tomorrow(: excited!!!!,positive
can't wait to go to to the patriots game dec. 10th :) ahhh i hope we get a mssive snow storm!,positive
attending with our chapter on sunday? please bring items for the charity event. check 's fb for more info.,positive
"if you watch any given sunday backwards, it's like tim tebow's career.",negative
jordan rhodes was not jeered last night like this bellend in the sun is reporting!!!,negative
"continues next thursday with red tails, a fantastic portrayal of the tuskegee airmen in action",positive
what would derek fisher bring to the l.a. lakers?: the lakers may soon be creating a new position for free age...,positive
praying for judy!! may the lord jesus fill your room with his love and protection!! god bless you!! john 3:16,positive
no way bucs make that pats 4th round pick in 201:. it will be packaged to move up. dominik loves to climb the draft ladder.,positive
"i needa find this stuff for tomorrow, wssu parade (: i'll be with pipa but you know i'll be with reppin my mustangs!!!",positive
"thank you, very much appreciated, hoping to deliever great football tweets and good banter, shame about tuesday, i do like sunderland",positive
snow white and the huntsman director rupert sanders may direct tom cruise in van helsing: snow white ...,neutral
ungentlemanly. tim howard runs 20 yards out of goal in an attempt to get sterling sent off for 2nd yellow card (which it wasn't).,neutral
"have a fun trip tomorrow! your note is on tumblr is you didn't see it yet :) i believe in you, i love you, and run fast <3",positive
welcome monday. time to hustle. get on the train.,positive
"you should call in sick....i mean who can listen to hm tomorrow. blah, blah...matt flynn...blah, blah blah...matt flynn....blah,",negative
"after knocking out some fighter in the 2nd round,muhammad ali walks up to him and says ""you ain't got no biz being in the biz""",neutral
"this time last night was cuddled up with liam, awh i miss him already:( can't wait for saturday:))",positive
jr's have to go to the pep rally tomorrow!,neutral
"seriously, got punished for a month in the 8th grade for going to contraband and its been downhill since",negative
almost home :) we're in dubai na :))) u going to nin's tomorrow ?,neutral
"vote 'castle', stana katic & nathan fillion in the 2013 people's choice awards: tomorrow marks the final day of...",neutral
such a foolish thought. santorum and palin would start a primary challenge in march. depends on congress some but eo first day.,negative
watching napoleon dynamite and doing homework. i'm having the best saturday ever.,positive
"i'm going to go radio at shelter in detroit, mi - nov 25",neutral
"final: iu 1, northwestern 1. indiana finished the b1g season at 3-2-1. we await saturday's result to see our seed in the b1g tournament.",neutral
3 days to convince some one to come to lana del rey with me in may lol,neutral
off to sunderland v aston villa saturday. am sure i've seen the managers somewhere before...,neutral
world peace has no talent. i have no reason why we let go of lamar odom in the first place. best 6th man we've had in a while.,negative
"every day at school, saturday & sunday morning for local teams, saturday afternoon going to watch chelsea",neutral
happy birthday may you have many more. can't wait to party with you & on sat. in dc,positive
hearing ksu talk about wvu like this gets me so heated! i want us to go orange bowl on them this sat,negative
mtv news exclusive: on the set of the f word: daniel radcliffe talks to mtv news on the set of the f word.added: fri oct 19 06:57:16 ...,neutral
significant development monday night: 49ers qb alex smith and wr michael crabtree were on the same page.,positive
it's time to call in the cbb...monday is going down!,negative
"i have the absolute best ""big brother"" he's agreed to go go starbucks with us on saturday , <3 'sthebest",positive
january 13. save the date. get the jargaritas in. it's a golden globe party. i need to make a drinking game!,neutral
"learnt a valuable lesson on saturday. when your in oldham and you tell the the taxi driver to take you to town, he won't think you mean mcr!",neutral
i get in around noon!!! and i'm coming to pca all day friday :),neutral
wait it's friday on the east coast why isn't little things on itunes,neutral
cards drop their 4th straight to niners: how many of you stayed past the 3rd quarter? how many let alone stayed ...,neutral
"that awk moment baylor offers a ridiculous amount of money that could be a full ride at tech, but doesn't even cover the 1st year. eff ya.",negative
"kanye's 6th solo album apparently... ""brighter than dark fantasy, and shit that you can dance to. it'll be a smarter album than graduation""",positive
4th of november is the date for us to receive all relevant documents and work for gcse controlled assessment and iaas.,neutral
"watching ""red tails"" 4 the 1st time",neutral
every go getter i know got the same agenda. hustle from january til the end of december.,neutral
"the election at united car wash continues through next tuesday .as you will recall, united car wash at 1575 madison road.",neutral
"sorry red, i'd normally love to but i can't. i'll be locked in the office saturday and sunday except for the pacers game.",negative
kirk you've been my best friend for 16 years and erica has been my best girl friend since 7th grade,positive
night of the running dead next saturday for huntsman's :o).,neutral
"take the 1st step in faith. you dont have to see the whole staircase, just take the 1st step. ~dr. martin luther king jr.",positive
justin may grow up but he will always be the same alway the kidrauhl tht will be caring for fans being weird and making others smile,positive
isn't it still due tomorrow? ah dude i'm like rewriting my drake song.. lmao and changing words on it,positive
was the referee not a option i take it. see howard webb is starting for man utd on saturday.,neutral
did you do it via the website? igot a instant response monday from oldham with a new complaint (15 days response to rest),neutral
monster jam tonight and celtics home opener tomorrow...loveeee living walking distance from the gahhhhden,positive
may or may not be watching fx right now. might be a movie about just over 25 things,neutral
"i may not be the best singer but when i'm in the shower.i turn into zayn malik, and i regret nothing :3",positive
"great start to my 4 days off, sat on the sofa, feet up with a jd and coke listening to al green, get in :d",positive
we may or may not be skyping with drake right now....hahahahaha,positive
check out the 'father of lights' film fb fan page and read what people are saying about it! airing friday 6p pt,neutral
"vdn on lamar odom practicing today: ""it was good to see him out there, so we'll see how he feels tomorrow."" odom said, ""it felt good.""",positive
are you going to maths tomorrow morningg?? xx,neutral
i'll be glad when it's tomorrow so i can stop seeing tweets about how justin bieber is cool,positive
live: sunderland v newcastle: it may not have the glamour of el clasico or the title implications of the manches...,negative
you need to get that dwight howard jersey to wear to the game tomorrow,neutral
went to a flat party on tuesday cos it was hustles halloween party...didnt actually make it to hustle though :/ you?,neutral
"andy, everything looks positive. you and the ny'ers survived again. still one mind set love my carhart just bought the hood wed lookn good",positive
come hang out with our wonderful pca's and learn about networking in the job search tomorrow form 2-3:30 in the student union. see you there,positive
"so according to the video on the 30th; louis believes in aliens, harry likes backflipping gerbils, liam giggles at larry, niall laughs a lot",neutral
celtics game saturday gotta find someone to go with me.. lol,neutral
clearly rws fault. super stoked for monday's radio programming and the shit storm about how matt flynn doesn't fumble that ball.,positive
the fiesta bowl was pleasantly surprised monday to learn it is one of six finalists to hos,positive
a blast from the past... daisy may's should have received a golden globe for this one. ;) lol.,positive
still the 1st canadian club to make it to the mls playoffs... nothing can change that vancouver is a beautiful city!!!,positive
my bro and i today since we both finally ate chicken for the 1st time in a year today! lmao,neutral
matt flynn may never play quarterback for the seattle seahawks | bleacher report via,negative
"come support the show/movement at parkdale high school oct 26th from 8-11 w/ aja, dreamteam, hqb, dsb & hib .",neutral
a white guy just quoted mlk jr. on stage at a conservative conference. liberals may now tantrum it up.,negative
after sunday and wednesday's game i'm happy with chelsea style of playing it has improved from last season :d bring on swansea,positive
"we thank you thomas, we all thank yourt : tom brady wins afc offensive player of the week for 22nd time",positive
"kanye said it best -> "" 1st they hate you, then they love you, then they hate you again""",negative
ano it was chelsea when they lost and mufc when they lost last night! can't see pardew saying about suarez if lfc win sunday,negative
some notes from les miles' wednesday night presser have been posted to the tsd forum. stuff on williford and jj,neutral
back to the hb pass back on 1st drive..if i heard the rumors of fedora's plan..you have to think tob did. get your d to stay on assignment.,neutral
many websites going dark today in protest of sopa and pipa - you may have noticed that some of the websites...,negative
beliebers have about 40+% more tweets than justin. you may think we're tweeting random shit but there's lots to tweet about kidrauhl.,neutral
just wanted to wish you all a very happy friday everyone and to all my dear friend on fb. sometimes little things...,positive
being human. is that the 23rd? if it is i am free for a london trip...if i'm welcome as a guest. i'll bring cream eggs haha,positive
the golden globe awards will be hosted by tina fey and amy poehler live on nbc on january 13 starting at 8pfrom the beverly hilton hotel,neutral
when you're accustomed to the 5th grade anti-intellectualism of fox and conservative radio it must be jarring.,negative
mavs couldn't withstand the 3rd quarter by the jazz. maybe a little fatigue from a back to back?,negative
"keep the faith fans, we're never done until the final whistle. the battle for california supremacy begins sunday. bring it.",positive
chris bosh may be the ugliest man alive.,negative
"""power is cancelled tomorrow due to lack of hustle....deal with it""",negative
"heading to mangere arts centre tonight to support our pipa 2nd years in their solo pieces, go hard guys!! see you on stage!! :d",positive
wth am i supposed to do with my thursday night with no grey's nor scandal?!,neutral
""" : dwight howard gets his 4th career 30-point, 10-rebound, 5-assist game."" too bad it comes in a loss.",negative
"i'm going down to the united game on sat then staying down there, so i ain't gonna be out man",neutral
good weekend ahead shit shirt party tomorrow then united vs arsenal at old trafford including an all day piss up,positive
"my pain may be the reason for somebody,s laugh but my laugh must never be a reason for somebody,s pain",neutral
"los angeles, nov 2 (ians) actress keira knightley says although she does not like some traits of her character a...",negative
"in the sports world report: steelers can't find hotel, to travel sun.: the pittsburgh steelers will fly to new y...",negative
i think those aau teams may have had more talent than some of those wizards teams he coached,positive
wanna remind the twitt-o-sphere to add and get a copy of nappy d before the big of napoleon dynamite on sunday the 4th!!!,neutral
"yes, my friends revenge from sunday's game chelsea have crushed manchester united with five versus quad",neutral
"fulham v everton: match preview: prepare for saturday's game with our match preview, including player views, sta...",neutral
"i should be freaking out about deadlines, but uva extended to the 4th",neutral
: emmy winner and golden globe nominee bradley whitford will apper in the season 3 of ! season 3 coming up in january 13!,neutral
"you can also try the devil inside, the apparition or the the vanishing on 7th street.",neutral
"good. how about you, liam? bytheway, good luck for tomorrow.. :)",positive
"evolution of safety: is ambulatory safety the missing link? next npsf webcast, nov 15, earn ces or cmes,",neutral
"can u imagine the front 3 of suarez on the right, sterling on the left & klaas-jan through the middle? :-o that wud be :-d",positive
new bucketist items: learn the lyrics to house of the rising sun and devil went down to georgia,neutral
your xbox controller broke? what's wrong with it? tell us more...we may be able to be of assistance! ^lb,neutral
donaire in the race for fighter of the year award. won't be surprised if he nails it. first he must beat jorge arce in houston on dec 15.,neutral
"sam! it's birthday!! may you wish her a happy one, please? ;)",positive
"pre-match briefing with ginny: ""so who are we seeing tomorrow? i mean, i know it's the crows, but who are they playing?"" ""gary ablett""",neutral
so now all i want to do is watch being human. and i have enough money to buy the boxset when i go to town tomorrow. asdfghjkl,neutral
i think rebecca black went crawling back to her day job..,neutral
"and it that's not your thing, don't forget that being human is on our stage this friday, heart-warming and gorgeous:",positive
might as well go to the atl tomorrow,neutral
"it's official, i'm going to the justin bieber concert tomorrow!!",neutral
my ninja got us tickets for the mavs game monday!(:,neutral
i miss sunday nights with and mob wives.,neutral
"""i saw my father march with martin luther king"" & ""my father and i marched with mlk jr. through the streets of detroit""",neutral
"""over again"" is the 2nd ed song on tmh. a ballad where harry, niall, liam, zayn and louis sound most comfortable via",positive
im happy 1st i have the same b-day as chris jericho 2nd i just figured out rybacks birthday is one day after mine!!,positive
"ppssssssttt it's 32 tomorrow !!! don't sit outside tomorrow and jam to lana del rey,, you'll burn !! :) k, bye",neutral
"we need to keep the positives in our minds. things like the emergence of sterling, suso making the 1st team and suarez is bang in form.",positive
"pipa, a tweet in support of alonso ezquerra. & his family. may he rest in peace",positive
"if chris bosh drinks a beer he won't burp till tomorrow, long neck modafacka",negative
im going to watch the steelers and giants game this sunday,neutral
tv news: dec 17th 'gossip girl' finale will air a sneak peek of the upcoming 'sex & the city' spin off 'the carrie diaries',neutral
were visiting the scarborough in leeds on sat before our fa cup game at guiseley,neutral
sopa is back! as a ransomware virus: [ ] after historic internet protests in january the sopa...,negative
don't you worry will still win saturday and bolton will lose,negative
"i'm going to the celtics with conor tomorrow night, but you absolutely must come saturday. my friends demand your presence.",positive
